;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z7 - Zoznam prípravkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1 Názov prípravku;2 Chemická látka;3 âíslo autorizácie;4 DrÏiteº;4b DrÏiteº názov;5 Formulácia;6 Funkcia prípravku;;7 Dátum ukonãenia platnosti autorizácie;8 Typ pouÏívateºa;9a Paraleln˘ obchod;9b Paraleln˘ obchod;10 Identická autorizácia;11 Typ prípravku;12 Referenãn˘ prípravok;13 Dátum ukonãenia predaja;14 Dátum ukonãenia spotreby;15 Stav rozhodnutia;16 SIGNAL;17 GHS;18 EUH;19 H;20 P;21 PHO;22 SP;23 V;24 Vc;25 Vo;26 Vt;27 Z
;A-betaN-I;Desmedipham (71.000 g/l),Ethofumesate (112.000 g/l),Phenmedipham (91.000 g/l);18-00216-PO;HMG;HMpG GmbH, ;EC;H;;31.07.2018;Profi;A;A;N;Pripravok;BETANAL EXPERT;31.01.2019;31.01.2020;neautorizovany;Pozor;GHS09;EUH401;H410;P501;;SP 1;V2;Vã3;Vo2;Vt5;Z4
;DETOFAM ELITA;Desmedipham (71.000 g/l),Ethofumesate (112.000 g/l),Phenmedipham (91.000 g/l);17-00089-PO;REA;Realchemie Trading B.V.;EC;H;;31.07.2018;Profi;A;A;N;Pripravok;BETANAL EXPERT;31.01.2018;31.01.2019;neautorizovany;Pozor;GHS09;EUH401;H410;P501;;;V2;Vã3;Vo2;Vt5;Z4
;BETANAL EXPERT;Desmedipham (71.000 g/l),Ethofumesate (112.000 g/l),Phenmedipham (91.000 g/l);02-11-0595;BAY;Bayer, spol. s r.o;EC;H;;01.01.2020;Profi;N;N;N;Pripravok;BETANAL EXPERT;01.07.2020;01.07.2020;neautorizovany;Pozor;GHS09;EUH401;H410;P501;;SP 1;V2;Vã3;Vo2;Vt5;Z4
;BELVEDERE EXTRA;Desmedipham (50.000 g/l),Ethofumesate (200.000 g/l),Phenmedipham (150.000 g/l);16-11-1732;ADA;Adama Agriculture Slovensko spol. s.r.o.;SE;H;;01.01.2020;Profi;N;N;N;Pripravok;BETANAL EXPERT;01.07.2020;01.07.2020;neautorizovany;Pozor;GHS09;EUH401;H411;P102,P273,P391,P501;;SP 1,SPe 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;GREEN BETA;Phenmedipham (160.000 g/l);17-00155-PO;GRE;Green Point, spol. s.r.o.,;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BETASANA SC;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS09;EUH401;H317,H319,H411;P261,P273,P280,P333+P313,P337+P313,P501;;SP 1;V3;Vã3;Vo2;Vt5;Z4
;A-phenmeN;Phenmedipham (160.000 g/l);18-00175-PO;HMG;HMpG GmbH, ;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BETASANA SC;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS09;EUH401;H317,H319,H411;P261,P273,P280,P333+P313,P337+P313,P501;;SP 1;V3;Vã3;Vo2;Vt5;Z4
;A-phenmeN-I;Phenmedipham (160.000 g/l);18-00291-PO;HMG;HMpG GmbH, ;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BETASANA SC;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS09;EUH401;H317,H319,H411;P261,P273,P280,P333+P313,P337+P313,P501;;SP 1;V3;Vã3;Vo2;Vt5;Z4
;ZICCO New;Phenmedipham (160.000 g/l);16-PD-0631;ZEN;ZENAGRO, s.r.o.;SC;H;;31.07.2017;Profi;A;A;N;Pripravok;BETASANA SC;31.01.2018;31.01.2019;neautorizovany;;GHS07,GHS09;EUH401;H317,H319,H411;P261,P273,P280,P333+P313,P501;N/A;SP 1;V3;Vã3;Vo2;Vt5;Z4
;BISCAYA 240 OD;Thiacloprid (240.000 g/l);18-00312-POOS;VIN;VINICA a. s.;OD;I;;30.04.2020;Profi;A;A;N;Pripravok;BISCAYA 240 OD;30.10.2020;03.02.2021;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H302,H315,H319,H336,H351,H360FD,H410;P201,P280,P308+P311,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;BISCAYA 240 OD;Thiacloprid (240.000 g/l);16-PD-0645-VP;VIN;VINICA a. s.;OD;I;;30.04.2018;Profi;A;A;N;Pripravok;BISCAYA 240 OD;31.10.2018;31.10.2019;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H302,H315,H319,H336,H351,H360FD,H410;P201,P280,P308+P311,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;BARIARD;Thiacloprid (240.000 g/l);13-05-1372;BAY;Bayer, spol. s r.o;OD;I;;30.04.2020;Profi;N;N;N;Pripravok;BISCAYA 240 OD;30.10.2020;03.02.2021;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H302,H315,H319,H336,H351,H360FD,H410;P201,P280,P308+P311,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;ECAIL ULTRA;Thiacloprid (240.000 g/l);13-05-1373;BAY;Bayer, spol. s r.o;OD;I;;30.04.2020;Profi;N;N;N;Pripravok;BISCAYA 240 OD;30.10.2020;03.02.2021;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H302,H315,H319,H336,H351,H360FD,H410;P201,P273,P280,P308+P311,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;KAPUT GREEN;Glyphosate (incl trimesium aka sulfosate) (360.000 g/l);13-11-1360;ALB;ALBAUGH TKI d.o.o.;SL;H;;31.12.2023;Profi;N;N;A;Pripravok;BOOM EFEKT;30.06.2024;30.06.2025;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;H - bez oznaãenia;P102,P280,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;ROSATE GREEN TF;Glyphosate (incl trimesium aka sulfosate) (360.000 g/l);17-11-1895;ALB;ALBAUGH TKI d.o.o.;SL;H;;31.12.2023;Profi;N;N;A;Pripravok;BOOM EFEKT;30.06.2024;30.06.2025;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;H - bez oznaãenia;P102,P280,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;AGROKLASIK GREEN;Glyphosate (incl trimesium aka sulfosate) (360.000 g/l);17-11-1896;;Agrofert a.s.;SL;H;;31.12.2023;Profi;N;N;A;Pripravok;BOOM EFEKT;30.06.2024;30.06.2025;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;H - bez oznaãenia;P102,P280,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;TALONIL 500 SC;Chlorothalonil (500.000 g/l);17-00048-PO;AST;AgriStar - agrochemicals s.r.o.;SC;F;;31.10.2017;Profi;A;A;N;Pripravok;BRAVO 500;30.04.2018;30.04.2019;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H317,H319,H332,H335,H351,H410;P102,P201,P280,P302+P352,P305+P351+P338,P308+P313,P391,P501;;;V3;Vã3;Vo1;Vt5;Z4
;GREEN BRA 500;Chlorothalonil (500.000 g/l);17-PD-0705;GRE;Green Point, spol. s.r.o.,;SC;F;;31.10.2017;Profi;A;A;N;Pripravok;BRAVO 500;30.04.2018;30.04.2019;neautorizovany;;;;;;;;;;;;
;GREEN BRA 500;Chlorothalonil (500.000 g/l);18-00189-PO;GRE;Green Point, spol. s.r.o.,;SC;F;;31.10.2019;Profi;A;A;N;Pripravok;BRAVO 500;30.04.2020;20.05.2020;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H317,H319,H332,H335,H351,H410;P102,P201,P280,P302+P352,P305+P351+P338,P308+P313,P391,P501;;;V3;Vã3;Vo1;Vt5;Z4
;GREEN BULL;Beta-Cyfluthrin (25.000 g/l);18-00351-PO;GRE;Green Point, spol. s.r.o.,;EC;I;;31.10.2020;Profi;A;A;N;Pripravok;BULLDOCK 25 EC;30.04.2021;30.04.2022;dopredaj;Nebezpeãenstvo;GHS02,GHS07,GHS08,GHS09;EUH066,EUH401;H226,H302,H304,H317,H319,H332,H336,H410;P210,P243,P261,P270,P280,P302+P352,P304+P340,P305+P351+P338,P331,P501;;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z3
;GREEN BUTI;Metazachlor (400.000 g/l);14-PD_0485;GRE;Green Point, spol. s.r.o.,;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BUTISAN 400 SC;30.01.2020;30.01.2021;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H302,H351,H400,H410;P201,P264,P270,P273,P280,P301+P312,P308+P313,P330,P391,P405,P420,P501;;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;BANTUX;Metazachlor (400.000 g/l);15-11-1532;BAS;BASF Slovensko, spol. s r.o.;SC;H;;31.07.2022;Profi;N;N;A;Pripravok;BUTISAN 400 SC;31.01.2023;31.01.2024;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH208,EUH401;H302,H351,H410;P201,P264,P270,P273,P280,P301+P312,P308+P313,P330,P391,P405,P420,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;BUTISAN 400 SC;Metazachlor (400.000 g/l);16-PD-0654-VP;VIN;VINICA a. s.;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BUTISAN 400 SC;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H302,H351,H400,H410;P201,P264,P270,P273,P280,P301+P312,P308+P313,P330,P391,P405,P420,P501;;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;RAPUS ULTRA;Metazachlor (333.000 g/l),Quinmerac (83.000 g/l);18-00238-PO;AST;AgriStar - agrochemicals s.r.o.;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BUTISAN STAR;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H351,H410;P201,P261,P270,P272,P273,P280,P302+P352,P308+P313,P333+P313,P363,P391,P405,P501;PHO1;SP 1,SPe 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;Q-STAR;Metazachlor (333.000 g/l),Quinmerac (83.000 g/l);11-PD-0292;QNR;Qenerika s.r.o.;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BUTISAN STAR;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H351,H410;P201,P261,P270,P272,P273,P280,P302+P352,P308+P313,P333+P313,P363,P391,P405;PHO1;SP 1,SPe 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;METAQUIN;Metazachlor (333.000 g/l),Quinmerac (83.000 g/l);12-PD-0359;REA;Realchemie Trading B.V.;SC;H;;31.07.2019;Profi;A;A;N;Pripravok;BUTISAN STAR;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H351,H410;P201,P261,P270,P272,P273,P280,P302+P352,P308+P313,P333+P313,P363,P391,P405,P501;;SP 1,SPe 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;RAPSAN PLUS;Metazachlor (333.000 g/l),Quinmerac (83.000 g/l);17-00085-AU;GLB;GLOBACHEM N.V., ;SC;H;;30.04.2022;Profi;N;N;A;Pripravok;BUTISAN STAR;30.10.2022;30.10.2023;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H351,H410;P201,P261,P270,P272,P273,P280,P302+P352,P308+P313,P333+P313,P363,P391,P405,P501;PHO1;SP 1,SPe 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;CANTUS;Boscalid (500.000 g/kg);08-MB-0669;FLS;FLORASERVIS spol. s r.o.;WG;F;;31.07.2021;Neprofi;N;N;N;Pripravok;CANTUS;31.01.2022;31.01.2023;autorizovany;NepoÏaduje sa;GHS09;EUH401;H411;P201,P270,P273,P280,P391,P405;;SP 1;V3;Vã3;Vo2;Vt5;Z4
;BOLID;Boscalid (500.000 g/kg);19-00513-PO;ELD;ELID s. r. o.,;WG;F;;31.07.2020;Profi;A;A;N;Pripravok;CANTUS;31.01.2021;31.01.2022;spotreba;;GHS09;EUH401;H411;P201,P270,P273,P280,P391,P405;;;V3;Vã3;Vo2;Vt5;Z4
;ASPIRE;Metconazole (60.000 g/l);20-00951-PO;BAS;BASF Slovensko, spol. s r.o.;SL;F;;30.04.2022;Profi;A;A;N;Pripravok;CARAMBA;30.10.2022;30.10.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH401;H226,H304,H315,H317,H318,H335,H361d,H410;P202,P210,P233,P240,P241,P242,P243,P260,P271,P272,P280,P301+P310,P302+P352,P303+P361+P353,P304+P340,P305+P351+P338,P310,P331,P332+P313,P362,P370+P378,P391,P403+P235,P405,P501;;;V3;Vã3;Vo1;Vt5;Z4
;SIMVERIS;Metconazole (60.000 g/l);20-00952-PO;BAS;BASF Slovensko, spol. s r.o.;SL;F;;30.04.2022;Profi;A;A;N;Pripravok;CARAMBA;30.10.2022;30.10.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH401;H226,H304,H315,H317,H318,H335,H361d,H410;P202,P210,P233,P240,P241,P242,P243,P260,P271,P272,P280,P301+P310,P302+P352,P303+P361+P353,P304+P340,P305+P351+P338,P310,P331,P332+P313,P362,P370+P378,P391,P403+P235,P405,P501;;;V3;Vã3;Vo1;Vt5;Z4
;JUVENTUS;Metconazole (60.000 g/l);20-00950-PO;BAS;BASF Slovensko, spol. s r.o.;SL;F;;30.04.2022;Profi;A;A;N;Pripravok;CARAMBA;30.10.2022;30.10.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH401;H226,H304,H315,H317,H318,H335,H361d,H410;P202,P210,P233,P240,P241,P242,P243,P260,P271,P272,P280,P301+P310,P302+P352,P303+P361+P353,P304+P340,P305+P351+P338,P310,P331,P332+P313,P362,P370+P378,P391,P403+P235,P405,P501;;;V3;Vã3;Vo1;Vt5;Z4
;CONAZOL 30;Mepiquat (160.200 g/l),Metconazole (30.000 g/l);13-PD-0442;REA;Realchemie Trading B.V.;SL;MO;;31.05.2017;Profi;A;A;N;Pripravok;CARYX;30.11.2017;30.11.2018;neautorizovany;;GHS05,GHS07,GHS09;EUH401;H302,H317,H318,H332,H411;P102,P201,P261,P264,P270,P271,P272,P280,P301+P312,P302+P352,P304+P340,P305+P351+P338,P310,P330,P333+P313,P363,P391,P405,P420,P501;N/A;SP 1;V3;Vã3;Vo2;Vt5;Z4
;QEFON;Ethephon (480.000 g/l);13-PD-0388;QNR;Qenerika s.r.o.;SL;MO;;31.07.2017;Profi;A;A;N;Pripravok;CERONE 480;31.01.2018;31.01.2019;neautorizovany;;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;-;;V3;Vã3;Vo3;Vt5;Z4
;MOXFOREGUL;Ethephon (480.000 g/l);12-PD-0337;ORA;ORAGRO-Z, s.r.o.;SL;MO;;31.07.2017;Profi;A;A;N;Pripravok;CERONE 480;31.01.2018;31.01.2019;neautorizovany;;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;-;-;V3;Vã3;Vo3;Vt5;Z4
;MOXFOREGUL;Ethephon (480.000 g/l);18-00182-PO;ORA;ORAGRO-Z, s.r.o.;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;31.01.2020;31.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;ETEFON 480 SL;Ethephon (480.000 g/l);18-00354-PO;AST;AgriStar - agrochemicals s.r.o.;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;31.01.2020;31.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;CERONE 480 SL;Ethephon (480.000 g/l);18-00369-POOS;VIN;VINICA a. s.;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;31.01.2020;31.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;CERONE 480 SL;Ethephon (480.000 g/l);18-00349-POOS;;H+H Unipo, spol. s r. o.;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;31.01.2020;31.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;CERONE;Ethephon (480.000 g/l);17-00123-POOS;;AGROMAâAJ a.s.;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;31.01.2020;31.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;NECERO;Ethephon (480.000 g/l);18-00211-PO;MJS;MJM AGRO SLOVAKIA s.r.o.;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;30.01.2020;30.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;RANFOR;Ethephon (480.000 g/l);20-00793-PO;BAY;Bayer, spol. s r.o;SL;MO;;31.07.2021;Profi;A;A;N;Pripravok;CERONE 480;31.01.2022;31.01.2023;autorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;RANFOR;Ethephon (480.000 g/l);17-00076-PO;BAY;Bayer, spol. s r.o;SL;MO;;31.07.2019;Profi;A;A;N;Pripravok;CERONE 480;31.01.2020;31.01.2021;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;RANFOR;Ethephon (480.000 g/l);19-00518-PO;BAY;Bayer, spol. s r.o;SL;MO;;31.07.2020;Profi;A;A;N;Pripravok;CERONE 480;31.01.2021;31.01.2022;spotreba;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;RANFOR;Ethephon (480.000 g/l);16-PD-0675;BAY;Bayer, spol. s r.o;SL;MO;;31.07.2017;Profi;A;A;N;Pripravok;CERONE 480;31.01.2018;31.01.2019;neautorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H290,H318,H411;P234,P280,P305+P351+P338,P310,P338,P501;;;V3;Vã3;Vo3;Vt5;Z4
;FLORDIMEX T EXTRA;Ethephon (480.000 g/l);09-14-1060;CBW;CBW CHEMIE GMBH BITTERFELD-WOLFEN;SL;MO;;31.07.2021;Profi;N;N;A;Pripravok;CERONE 480;31.01.2022;31.01.2023;autorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH071,EUH401;H290,H314,H411;P260,P271,P273,P280,P303+P361+P353,P305+P351+P338,P310,P501;;;V3;Vã3;Vo3;Vt5;Z4
;LEGEND 300;Clopyralid (300.000 g/l);13-PD-0416;KVI;KVIDO Group, a.s.;SL;H;;30.04.2017;Profi;A;A;N;Pripravok;CLIOPHAR 300 SL;30.10.2017;30.10.2018;neautorizovany;;;;;;-;SP 1;V3;Vã3;Vo3;Vt5;Z4
;AMIRAL;Pyroxsulam (75.000 g/kg);17-00135-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;WG;H;;30.04.2025;Profi;N;N;A;Pripravok;CORELLO;30.10.2025;30.10.2026;autorizovany;Pozor;GHS09;EUH208,EUH401;H410;P264,P270,P273,P280,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;AMIRAL;Pyroxsulam (75.000 g/kg);16-PD-0700;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;WG;H;;30.04.2025;Profi;A;A;N;Pripravok;CORELLO;31.10.2025;31.10.2026;autorizovany;Pozor;GHS09;EUH208,EUH401;H410;P391,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;CHOCKER;Diflufenican (280.000 g/l),Flufenacet (formerly fluthiamide) (280.000 g/l);17-00073-AU;BAY;Bayer, spol. s r.o;SC;H;;31.10.2021;Profi;N;N;A;Pripravok;COUGAR FORTE;30.04.2022;30.04.2023;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H302,H317,H373,H410;P280,P308+P311,P501;PHO2;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;SUPERSECT;Cypermethrin (250.000 g/l);08-05-1002;ARB;ARYSTA LIFESCIENCE BENELUX SPRL;EC;I;;31.10.2018;Profi;N;N;A;Pripravok;CYPERKILL 25 EC;30.04.2019;30.04.2020;neautorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH401;H226,H302,H304,H315,H318,H335,H336,H410;P210,P261,P270,P280,P301+P310,P302+P352,P305+P351+P338,P331,P501;;SP 1;V2;Vã3;Vo1;Vt5;Z1
;RAFAN;Cypermethrin (250.000 g/l);10-05-1153;ARB;ARYSTA LIFESCIENCE BENELUX SPRL;EC;I;;31.10.2018;Profi;N;N;A;Pripravok;CYPERKILL 25 EC;30.04.2019;30.04.2020;neautorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH401;H226,H302,H304,H315,H318,H335,H336,H410;P210,P261,P270,P280,P301+P310,P302+P352,P305+P351+P338,P331,P501;;SP 1;V2;Vã3;Vo1;Vt5;Z1
;CYTHRIN 250 EC;Cypermethrin (250.000 g/l);09-05-1072;ARB;ARYSTA LIFESCIENCE BENELUX SPRL;EC;I;;31.10.2018;Profi;N;N;A;Pripravok;CYPERKILL 25 EC;30.04.2019;30.04.2020;neautorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH401;H226,H302,H304,H315,H318,H335,H336,H410;P210,P261,P270,P280,P301+P310,P302+P352,P305+P351+P338,P331,P501;;SP 1;V2;Vã3;Vo1;Vt5;Z1
;DELTA EW 50;Deltamethrin (50.000 g/l);08-05-0992;BAY;Bayer, spol. s r.o;EW;I;;31.10.2021;Profi;N;N;N;Pripravok;DECIS EW 50;30.04.2022;30.04.2023;autorizovany;Nebezpeãenstvo;GHS06,GHS09;EUH401;H301,H315,H319,H410;P280,P309,P311,P501;-;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z1
;DINASTIA;Deltamethrin (50.000 g/l);19-00591-PO;BAY;Bayer, spol. s r.o;EW;I;;31.10.2020;Profi;A;A;N;Pripravok;DECIS EW 50;30.04.2021;30.04.2022;dopredaj;Nebezpeãenstvo;GHS06,GHS09;EUH401;H301,H315,H319,H410;P201,P273,P280,P309,P311,P405,P420,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;DINASTIA;Deltamethrin (50.000 g/l);20-00832-PO;BAY;Bayer, spol. s r.o;EW;I;;31.10.2021;Profi;A;A;N;Pripravok;DECIS EW 50;30.04.2022;30.04.2023;autorizovany;Nebezpeãenstvo;GHS06,GHS09;EUH401;H301,H315,H319,H410;P201,P273,P280,P309,P311,P405,P420,P501;-;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;DINASTIA;Deltamethrin (50.000 g/l);18-00419-PO;BAY;Bayer, spol. s r.o;EW;I;;31.10.2019;Profi;A;A;N;Pripravok;DECIS EW 50;30.04.2020;30.04.2021;spotreba;Nebezpeãenstvo;GHS06,GHS09;EUH401;H301,H315,H319,H410;P280,P309,P311,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;
;ALCOBAN;Dithianon (700.000 g/kg);20-00816-AU;GLB;GLOBACHEM N.V., ;WG;F;;31.05.2025;Profi;N;N;N;Pripravok;DELAN 700 WDG;30.11.2025;30.11.2026;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS08,GHS09;EUH401;H301,H317,H318,H351,H410;P101,P102,P201,P202,P261,P264,P270,P272,P273,P280,P284,P301,P301+P310,P303,P305+P351+P338,P308+P313,P310,P330,P333+P313,P337+P313,P352,P362,P363,P391,P405,P501;-;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;DION 700 WG;Dithianon (700.000 g/kg);16-PD-0695;REA;Realchemie Trading B.V.;WG;F;;31.05.2021;Profi;A;A;N;Pripravok;DELAN 700 WDG;30.11.2022;30.11.2023;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS08,GHS09;EUH401;H301,H317,H318,H351,H400,H410;P202,P261,P264,P270,P272,P280,P301,P303,P305+P351+P338,P310,P330,P352,P362,P391,P405,P501;N/A;SP 1;V3;Vã3;Vo1;Vt4;Z3
;THIANON 700 WDG;Dithianon (700.000 g/kg);17-00051-PO;REA;Realchemie Trading B.V.;WG;F;;31.05.2022;Profi;A;A;N;Pripravok;DELAN 700 WDG;30.11.2022;30.11.2023;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS08,GHS09;EUH401;H301,H317,H318,H351,H410;P101,P102,P201,P202,P261,P264,P270,P272,P273,P280,P284,P301,P301+P310,P303,P305+P351+P338,P308+P313,P310,P330,P333+P313,P337+P313,P362,P363,P391,P405,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;THIANON 700 WDG;Dithianon (700.000 g/kg);17-00042-PO;REA;Realchemie Trading B.V.;WG;F;;31.05.2022;Profi;A;A;N;Pripravok;DELAN 700 WDG;30.11.2022;30.11.2023;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS08,GHS09;EUH401;H301,H317,H318,H351,H410;P101,P102,P201,P202,P261,P264,P270,P272,P273,P280,P284,P301,P301+P310,P303,P305+P351+P338,P308+P313,P310,P330,P333+P313,P337+P313,P362,P363,P391,P405,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;MAXIMA;Diquat (dibromide) (200.000 g/l);14-11-1447;SHA;SHARDA Europe b.v.b.a.;SL;DE,H;;04.05.2019;Profi;N;N;A;Pripravok;DESSICASH 20 SL;04.11.2019;04.02.2020;neautorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS08,GHS09;EUH208,EUH401;H302,H315,H318,H330,H335,H372,H410;P260,P280,P284,P305+P351+P338,P310,P391,P501;;SP 1,SPe 3,SPo 2;V2;Vã3;Vo1;Vt1;Z2
;DIQUASH 200 SL;Diquat (dibromide) (200.000 g/l);14-11-1446;SHA;SHARDA Europe b.v.b.a.;SL;DE,H;;04.05.2019;Profi;N;N;A;Pripravok;DESSICASH 20 SL;04.11.2019;04.02.2020;neautorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS08,GHS09;EUH208,EUH401;H302,H315,H318,H330,H335,H372,H410;P260,P280,P284,P305+P351+P338,P310,P391,P501;;SP 1,SPe 3,SPo 2;V2;Vã3;Vo1;Vt1;Z2
